,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,cluster_genres,cluster_attributs,artist_track
36933,4gzsuuZypVbxs0Af1LSZyB,"Tainy, Bad Bunny, Julieta Venegas",Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Lo siento bb:/ (with bad bunny & julieta venegas),87,207301,False,0.639,0.703,4,-6.33,0,0.0794,0.0889,1.78e-06,0.0865,0.138,169.888,4,reggae,21,3,"Tainy, Bad Bunny, Julieta Venegas - Lo siento bb:/"
36934,3V8UKqhEK5zBkBb6d6ub8i,"Nio Garcia, Casper Magico, Bad Bunny, Darell, Ozuna, Nicky Jam",Te Boté (Remix),Te boté - remix,78,417920,True,0.903,0.675,11,-3.445,0,0.214,0.542,1.28e-05,0.0595,0.442,96.507,4,reggae,21,5,"Nio Garcia, Casper Magico, Bad Bunny, Darell, Ozuna, Nicky Jam - Te boté - remix"
36935,1SssFw74DdHVjRa6ADggdD,Inner Circle,Blazzin' Fire,Sweat (a la la la la long),72,227067,False,0.787,0.728,0,-7.705,1,0.218,0.0124,0.0,0.157,0.94,173.026,4,reggae,21,2,Inner Circle - Sweat
36938,2FqoR7diymD1Eh7cVb3DMg,"Wisin & Yandel, Chris Brown, T-Pain",Líderes,Algo me gusta de ti,76,274946,False,0.627,0.768,11,-5.296,0,0.0325,0.00291,0.0,0.0598,0.237,127.953,4,reggae,21,3,"Wisin & Yandel, Chris Brown, T-Pain - Algo me gusta de ti"
36939,1c2vVx6knoiZHXbJJ9Mk8L,"Justin Quiles, Robin Schulz",AEIOU,Aeiou,74,161880,False,0.689,0.856,5,-3.394,0,0.0813,0.0493,0.0,0.232,0.706,126.108,4,reggae,21,3,"Justin Quiles, Robin Schulz - Aeiou"
36940,3AEZUABDXNtecAOSC1qTfo,Cnco,Primera Cita,Reggaetón lento (bailemos),73,222560,False,0.761,0.838,4,-3.073,0,0.0502,0.4,0.0,0.176,0.71,93.974,4,reggae,21,3,Cnco - Reggaetón lento
36946,3kUq4sBcmxhnOtNysZ9yrp,Feid,Feliz Cumpleaños Ferxxo,Feliz cumpleaños ferxxo,87,156400,False,0.87,0.55,5,-5.537,1,0.0722,0.102,0.0,0.293,0.566,95.019,4,reggae,21,2,Feid - Feliz cumpleaños ferxxo
36947,1797zYiX4cKosMH836X9Gt,"Bad Bunny, Tony Dize",Un Verano Sin Ti,La corriente,90,198367,True,0.663,0.786,11,-3.51,0,0.195,0.229,0.0,0.219,0.579,196.12,4,reggae,21,5,"Bad Bunny, Tony Dize - La corriente"
36948,3PpWCS95gDUDRPko3u1MZ9,Feid,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,Prohibidox,86,166253,False,0.647,0.801,1,-2.946,0,0.249,0.0451,0.0,0.0628,0.517,180.108,4,reggae,21,3,Feid - Prohibidox
36949,7FlQk2gJ6TBrHHiidvdR2O,"Becky G, Karol G",ESQUEMAS,Mamiii,81,226093,False,0.836,0.703,4,-3.554,0,0.0657,0.0845,0.0,0.138,0.902,94.048,4,reggae,21,3,"Becky G, Karol G - Mamiii"
36950,5LyfiK6iXEIBNEtcaGKohl,Bob Marley & The Wailers,Exodus,Jamming,74,211000,False,0.935,0.479,11,-10.981,0,0.306,0.107,5.25e-05,0.118,0.773,123.644,4,reggae,21,3,Bob Marley & The Wailers - Jamming
36980,6hf0RpxTbOprT5nnwzkk8e,"J Balvin, Maria Becerra",Qué Más Pues?,Qué más pues?,76,217773,False,0.891,0.819,8,-3.964,1,0.106,0.0261,0.000354,0.173,0.768,101.968,4,reggae,21,2,"J Balvin, Maria Becerra - Qué más pues?"
36982,6TsVhM8qIkWN5cJVDIVbbz,"Wisin & Yandel, Rosalía",La Última Misión,Besos moja2,83,229064,False,0.736,0.727,5,-4.642,0,0.0571,0.0584,1.91e-06,0.0976,0.644,94.048,4,reggae,21,3,"Wisin & Yandel, Rosalía - Besos moja2"
36984,2AY1UAimvTqjJC8vDJsOyy,"Becky G, Bad Bunny",MALA SANTA,Mayores,72,203186,False,0.745,0.836,5,-4.336,0,0.0444,0.145,0.00314,0.116,0.874,96.993,4,reggae,21,3,"Becky G, Bad Bunny - Mayores"
36986,1RouRzlg8OKFeqc6LvdxmB,Maluma,F.A.M.E.,Felices los 4,73,230000,False,0.766,0.756,5,-5.861,1,0.132,0.213,0.0,0.349,0.716,94.027,4,reggae,21,2,Maluma - Felices los 4
36988,48AJSd42lXpicsGqcgopof,"Daddy Yankee, Bad Bunny",LEGENDADDY,X última vez,85,192477,True,0.812,0.855,7,-3.725,1,0.0554,0.0789,0.000167,0.108,0.573,90.04,4,reggae,21,5,"Daddy Yankee, Bad Bunny - X última vez"
36991,4uOKFydzAejjSFqYbv1XPt,Ub40,The Very Best Of,Red red wine,73,183733,False,0.857,0.468,1,-8.53,1,0.0476,0.00414,1.32e-05,0.269,0.843,89.119,4,reggae,21,2,Ub40 - Red red wine
36992,3XjN0mvFkQp1FMVM9Ro5hm,Daddy Yankee,LEGENDADDY,Rumbatón,79,248768,False,0.685,0.909,3,-4.034,0,0.0396,0.0471,0.0,0.35,0.922,95.004,4,reggae,21,3,Daddy Yankee - Rumbatón
36993,5fhcuVxuBWfgNXGuyAtLmr,"Piso 21, Manuel Turizo",Los Cachos,Los cachos,85,212304,False,0.774,0.73,0,-3.865,1,0.134,0.108,0.0,0.194,0.421,91.966,4,reggae,21,2,"Piso 21, Manuel Turizo - Los cachos"
36994,4OAPnWJ3J5w4c4IBLh2chn,"Daddy Yankee, El Alfa, Lil Jon",LEGENDADDY,Bombón,78,182413,True,0.843,0.789,7,-2.801,1,0.247,0.0028,2.41e-05,0.0322,0.571,125.071,4,reggae,21,5,"Daddy Yankee, El Alfa, Lil Jon - Bombón"
37024,4R8BJggjosTswLxtkw8V7P,"Jhayco, J Balvin, Bad Bunny",Famouz,No me conoce - remix,82,309120,False,0.806,0.786,10,-3.831,0,0.0741,0.145,0.0,0.0935,0.58,91.973,4,reggae,21,3,"Jhayco, J Balvin, Bad Bunny - No me conoce - remix"
37025,25ZAibhr3bdlMCLmubZDVt,"J Balvin, Bad Bunny",OASIS,Que pretendes,81,222346,False,0.639,0.791,10,-4.443,0,0.253,0.0275,0.0,0.362,0.939,92.603,4,reggae,21,3,"J Balvin, Bad Bunny - Que pretendes"
37026,69vlMrzHwATKzupwNcUPyK,"Bad Bunny, Daddy Yankee",YHLQMDLG,La santa,84,206420,True,0.744,0.868,1,-4.524,1,0.047,0.0326,0.0,0.0822,0.586,93.037,4,reggae,21,5,"Bad Bunny, Daddy Yankee - La santa"
37027,7vrJn5hDSXRmdXoR30KgF1,Karol G,BICHOTA,Bichota,76,178946,True,0.863,0.666,1,-4.158,0,0.152,0.212,0.000493,0.103,0.838,163.908,4,reggae,21,5,Karol G - Bichota
37032,2z9YkcLojiOE7Eu2p9lPZR,Feid,Normal,Normal,85,171986,True,0.712,0.557,4,-4.861,0,0.115,0.0397,0.0,0.27,0.594,170.079,4,reggae,21,5,Feid - Normal
37033,6D2TCm4nf5nxAcdGJ7w3QP,"J Balvin, Maria Becerra",JOSE,Qué más pues?,76,217360,False,0.903,0.817,8,-3.972,1,0.095,0.0272,0.000311,0.242,0.732,102.014,4,reggae,21,2,"J Balvin, Maria Becerra - Qué más pues?"
37036,02jLfqc9gMo8PkHEGHY3OT,Feid,Si Te La Encuentras Por Ahí,Si te la encuentras por ahí,82,191573,False,0.743,0.576,8,-3.552,0,0.076,0.151,5.87e-05,0.128,0.455,171.945,4,reggae,21,3,Feid - Si te la encuentras por ahí
37069,35UUpTmrcFXNIVIN26ujXl,"Sech, Daddy Yankee, J Balvin, Rosalía, Farruko",Relación (Remix),Relación - remix,76,247308,False,0.793,0.771,5,-3.417,1,0.0959,0.0337,1.51e-06,0.284,0.835,171.943,4,reggae,21,2,"Sech, Daddy Yankee, J Balvin, Rosalía, Farruko - Relación - remix"
37070,7KbF6AdprOXEEHlsq11Z6d,Maluma,11:11,11 pm,75,175733,False,0.777,0.712,10,-4.84,1,0.277,0.217,0.0,0.091,0.68,95.692,4,reggae,21,2,Maluma - 11 pm
37071,7mWFF4gPADjTQjC97CgFVt,"Ozuna, Daddy Yankee, J Balvin, Farruko, Anuel Aa","Baila Baila Baila (Remix) [feat. Farruko, Anuel Aa]",Baila baila baila - remix,76,235284,False,0.785,0.572,2,-7.504,1,0.123,0.0598,0.0,0.218,0.49,100.016,4,reggae,21,2,"Ozuna, Daddy Yankee, J Balvin, Farruko, Anuel Aa - Baila baila baila - remix"
37073,5CzixCxDkRXX9mScCmah8O,Bad Bunny,Un Verano Sin Ti,Un ratito,87,176936,False,0.787,0.546,0,-7.094,0,0.0532,0.305,4.55e-05,0.122,0.222,93.05,4,reggae,21,3,Bad Bunny - Un ratito
37077,3Q7o2zzvXj7QiSCumjBpvu,"Becky G, Daviles De Novelda",AMANTES,Amantes,72,180153,False,0.736,0.77,10,-6.477,0,0.0335,0.109,0.0,0.112,0.837,135.018,4,reggae,21,3,"Becky G, Daviles De Novelda - Amantes"
37079,3Y7fpFZbHLpAvWJJYGehz0,Xavier Rudd,Spirit Bird,Follow the sun,71,256266,False,0.611,0.394,0,-10.757,1,0.0416,0.534,4.68e-05,0.108,0.202,123.941,4,reggae,21,6,Xavier Rudd - Follow the sun
37080,4HzqWEdAbzcVFDv0pvxV4w,Maluma,Sobrio,Sobrio,81,201180,False,0.762,0.77,5,-2.758,1,0.223,0.138,0.0,0.15,0.631,177.998,4,reggae,21,2,Maluma - Sobrio
37081,7d7aPD2oxuzjhOZnu4Dj23,"Natti Natasha, Daddy Yankee, Wisin & Yandel",Mayor Que Usted,Mayor que usted,81,233519,False,0.625,0.839,6,-4.824,0,0.0927,0.00762,2.35e-05,0.464,0.771,184.08,4,reggae,21,3,"Natti Natasha, Daddy Yankee, Wisin & Yandel - Mayor que usted"
37083,4Xtlw8oXkIOvzV7crUBKeZ,Daddy Yankee,Barrio Fino En Directo,Rompe,74,188626,True,0.696,0.858,9,-5.155,1,0.0859,0.0727,3.19e-06,0.0631,0.533,176.061,4,reggae,21,5,Daddy Yankee - Rompe
37115,3DmW6y7wTEYHJZlLo1r6XJ,Becky G,Shower,Shower,78,206166,False,0.699,0.529,2,-7.548,1,0.0487,0.0317,3.59e-05,0.285,0.121,119.987,4,reggaeton,21,2,Becky G - Shower
37117,6DXLO8LndZMVOHM0wNbpzg,"Don Omar, Lucenzo",Meet The Orphans,Danza kuduro,74,198786,False,0.699,0.917,0,-4.897,1,0.115,0.078,0.0,0.065,0.889,130.04,4,reggaeton,21,2,"Don Omar, Lucenzo - Danza kuduro"
37118,0GzuHFG4Ql6DoyxFRnIk3F,"Maluma, The Weeknd",Hawái (Remix),Hawái - remix,72,200481,False,0.766,0.788,6,-3.128,0,0.312,0.105,5.81e-06,0.142,0.609,179.984,4,reggaeton,21,3,"Maluma, The Weeknd - Hawái - remix"
37119,116H0KvKr2Zl4RPuVBruDO,"Bad Bunny, Drake",MIA (feat. Drake),Mia (feat. drake),79,210367,False,0.817,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.062,4,reggaeton,21,3,"Bad Bunny, Drake - Mia"
37120,5gflgO9EPbIBf16n5TKnQS,Zion & Lennox,Motivando a la Yal,Yo voy (feat. daddy yankee),84,232019,False,0.808,0.697,10,-5.899,1,0.241,0.041,0.0,0.0546,0.554,95.06,4,reggaeton,21,2,Zion & Lennox - Yo voy
37121,3k3NWokhRRkEPhCzPmV8TW,"Bad Bunny, Bomba Estéreo",Un Verano Sin Ti,Ojitos lindos,94,258298,False,0.647,0.686,3,-5.745,0,0.0413,0.08,1.34e-06,0.528,0.268,79.928,4,reggaeton,21,3,"Bad Bunny, Bomba Estéreo - Ojitos lindos"
37122,2BEcap3xJtmiPaHKyfQi4e,"Rvssian, Rauw Alejandro, Chris Brown",Nostálgico,Nostálgico,80,209883,True,0.734,0.846,9,-3.425,0,0.0489,0.166,1.74e-06,0.235,0.604,98.026,4,reggaeton,21,5,"Rvssian, Rauw Alejandro, Chris Brown - Nostálgico"
37123,1IHWl5LamUGEuP4ozKQSXZ,Bad Bunny,Un Verano Sin Ti,Tití me preguntó,97,243716,False,0.65,0.715,5,-5.198,0,0.253,0.0993,0.000291,0.126,0.187,106.672,4,reggaeton,21,3,Bad Bunny - Tití me preguntó
37124,5YUyW9opqNsMSEzzecZih1,"Nicky Jam, J Balvin",Intimo,X,74,172854,False,0.594,0.749,9,-5.298,0,0.056,0.0338,0.00106,0.3,0.694,179.968,4,reggaeton,21,3,"Nicky Jam, J Balvin - X"
37125,6Sq7ltF9Qa7SNFBsV5Cogx,"Bad Bunny, Chencho Corleone",Un Verano Sin Ti,Me porto bonito,97,178567,True,0.911,0.712,1,-5.105,0,0.0817,0.0901,2.68e-05,0.0933,0.425,92.005,4,reggaeton,21,5,"Bad Bunny, Chencho Corleone - Me porto bonito"
37127,7dSZ6zGTQx66c2GF91xCrb,Karol G,PROVENZA,Provenza,93,210200,False,0.87,0.516,1,-8.006,1,0.0541,0.656,0.00823,0.11,0.53,111.005,4,reggaeton,21,2,Karol G - Provenza
37128,228BxWXUYQPJrJYHDLOHkj,Daddy Yankee,Barrio Fino (Bonus Track Version),Gasolina,82,192600,False,0.852,0.797,0,-6.543,1,0.0614,0.322,2.69e-06,0.0845,0.741,96.008,4,reggaeton,21,2,Daddy Yankee - Gasolina
37129,5ww2BF9slyYgNOk37BlC4u,Manuel Turizo,La Bachata,La bachata,98,162637,False,0.835,0.679,7,-5.329,0,0.0364,0.583,1.98e-06,0.218,0.85,124.98,4,reggaeton,21,3,Manuel Turizo - La bachata
37130,5fwSHlTEWpluwOM0Sxnh5k,Farruko,Pepas,Pepas,86,287120,True,0.762,0.766,7,-3.955,1,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,4,reggaeton,21,5,Farruko - Pepas
37131,5w9c2J52mkdntKOmRLeM2m,"Daddy Yankee, Snow",Con Calma,Con calma,79,193226,False,0.737,0.86,8,-2.652,0,0.0593,0.11,1.94e-06,0.0574,0.656,93.989,4,reggaeton,21,3,"Daddy Yankee, Snow - Con calma"
37132,63aj87TQG6F3RVO5nbG2VQ,"J Balvin, Skrillex",In Da Getto,In da getto,75,131065,False,0.915,0.72,8,-3.126,1,0.0459,0.025,1.42e-05,0.0942,0.631,126.986,4,reggaeton,21,2,"J Balvin, Skrillex - In da getto"
37134,7COfe3P7KgfwDwIRB8LIDw,"J Balvin, Willy William",Vibras,Mi gente,72,185040,False,0.548,0.704,11,-4.838,0,0.0777,0.0168,2.25e-05,0.143,0.288,104.666,4,reggaeton,21,3,"J Balvin, Willy William - Mi gente"
37135,6Xom58OOXk2SoU711L2IXO,Bad Bunny,Un Verano Sin Ti,Moscow mule,94,245939,True,0.804,0.674,5,-5.453,0,0.0333,0.294,1.18e-06,0.115,0.292,99.968,4,reggaeton,21,5,Bad Bunny - Moscow mule
37136,5Eax0qFko2dh7Rl2lYs3bx,Bad Bunny,Un Verano Sin Ti,Efecto,95,213061,False,0.801,0.475,7,-8.797,0,0.0516,0.141,1.73e-05,0.0639,0.234,98.047,4,reggaeton,21,3,Bad Bunny - Efecto
37137,6KuqAtoeVzxAYOaMveLNpH,Daddy Yankee,Dura,Dura,72,200480,False,0.783,0.84,1,-3.416,1,0.051,0.174,0.0,0.412,0.839,95.001,4,reggaeton,21,2,Daddy Yankee - Dura
37139,31i56LZnwE6uSu3exoHjtB,Bad Bunny,Un Verano Sin Ti,Neverita,93,173119,False,0.876,0.498,10,-7.511,1,0.0478,0.0706,0.0,0.143,0.428,122.016,4,reggaeton,21,2,Bad Bunny - Neverita
37141,7k4t7uLgtOxPwTpFmtJNTY,"Karol G, Nicki Minaj",Tusa,Tusa,78,200960,False,0.803,0.715,2,-3.28,1,0.298,0.295,0.000134,0.0574,0.574,101.085,4,reggaeton,21,2,"Karol G, Nicki Minaj - Tusa"
37143,5cpJFiNwYyWwFLH0V6B3N8,"Ozuna, Doja Cat, Sia",Enoc,Del mar,75,214506,True,0.759,0.636,6,-5.585,1,0.0369,0.0224,0.000143,0.166,0.536,109.976,4,reggaeton,21,5,"Ozuna, Doja Cat, Sia - Del mar"
37145,41oY4WCTj5kccfesTVFnvN,"Bad Bunny, Jhayco",Un Verano Sin Ti,Tarot,91,237894,True,0.795,0.684,11,-3.971,0,0.0419,0.0225,0.0,0.658,0.419,114.011,4,reggaeton,21,5,"Bad Bunny, Jhayco - Tarot"
37147,0IqCoZ168iRc9LqfrYgpZy,"Camilo, Shawn Mendes",KESI (Remix),Kesi - remix,76,176575,False,0.871,0.815,4,-4.439,1,0.0477,0.127,6.18e-06,0.094,0.823,122.959,4,reggaeton,21,2,"Camilo, Shawn Mendes - Kesi - remix"
37148,5b1je14Oz92lpIlIMLieWw,Farruko,Viaje,Viaje,71,303626,True,0.705,0.799,0,-4.776,0,0.0347,0.0357,0.417,0.0643,0.658,122.018,4,reggaeton,21,5,Farruko - Viaje
37151,2CGhzWArXQZG86V1Ztv4Q2,Ozuna,OzuTochi,Mañana,73,192320,False,0.865,0.522,6,-4.648,1,0.0761,0.105,0.0154,0.0671,0.692,91.015,4,reggaeton,21,2,Ozuna - Mañana
37152,6i1g5ZRmJZAkDwBaUZ3f2i,Luar La L,L3tra,Caile,90,141340,True,0.704,0.756,0,-4.948,1,0.448,0.298,3.75e-06,0.0852,0.461,121.737,3,reggaeton,21,5,Luar La L - Caile
37160,1zsPaEkglFvxjAhrM8yhpr,"Ozuna, Feid",OzuTochi,Hey mor,77,196600,False,0.901,0.589,1,-6.713,0,0.289,0.00302,0.000237,0.0992,0.399,98.002,4,reggaeton,21,3,"Ozuna, Feid - Hey mor"
37166,0fea68AdmYNygeTGI4RC18,"J Balvin, Bad Bunny",OASIS,La canción,88,242573,False,0.754,0.646,7,-5.795,1,0.317,0.152,1.85e-05,0.108,0.429,176.089,4,reggaeton,21,2,"J Balvin, Bad Bunny - La canción"
37167,0EhpEsp4L0oRGM0vmeaN5e,"J Balvin, Dua Lipa, Bad Bunny, Tainy",UN DIA (ONE DAY) (Feat. Tainy),Un dia (one day) (feat. tainy),75,232253,False,0.571,0.693,6,-8.234,0,0.0545,0.00536,0.0,0.173,0.393,168.169,4,reggaeton,21,3,"J Balvin, Dua Lipa, Bad Bunny, Tainy - Un dia"
37168,47EiUVwUp4C9fGccaPuUCS,"Bad Bunny, Jhayco",DÁKITI,Dákiti,83,205090,True,0.731,0.573,4,-10.059,0,0.0544,0.401,5.22e-05,0.113,0.145,109.928,4,reggaeton,21,5,"Bad Bunny, Jhayco - Dákiti"
37169,2ksOAxtIxY8yElEWw8RhgK,"Anuel Aa, Daddy Yankee, Karol G, J Balvin, Ozuna",China,China,76,301714,False,0.786,0.808,7,-3.702,1,0.0882,0.0846,0.000289,0.0822,0.609,105.027,4,reggaeton,21,2,"Anuel Aa, Daddy Yankee, Karol G, J Balvin, Ozuna - China"
37170,4tYFy8ALRjIZvnvSLw5lxN,"Bad Bunny, Rauw Alejandro",Un Verano Sin Ti,Party,90,227628,False,0.829,0.799,9,-5.389,1,0.0897,0.0151,0.000543,0.242,0.471,97.013,4,reggaeton,21,2,"Bad Bunny, Rauw Alejandro - Party"
37171,4MzXwWMhyBbmu6hOcLVD49,"Bad Bunny, Jhay Cortez",EL ÚLTIMO TOUR DEL MUNDO,Dákiti,80,205090,True,0.731,0.573,4,-10.059,0,0.0544,0.401,5.22e-05,0.113,0.145,109.928,4,reggaeton,21,5,"Bad Bunny, Jhay Cortez - Dákiti"
37174,1ga4PztXOIw1yBbdUt2X8v,"Karol G, Maldy",GATÚBELA,Gatúbela,90,209160,False,0.627,0.858,11,-2.824,0,0.386,0.263,0.0,0.21,0.342,92.523,4,reggaeton,21,3,"Karol G, Maldy - Gatúbela"
37175,0bBd6K5X4W7t9GyXcaVOA7,"J Balvin, Ed Sheeran",Sigue/Forever My Love,Sigue,74,159386,True,0.889,0.641,7,-4.494,1,0.0668,0.0515,2.75e-05,0.19,0.588,87.99,4,reggaeton,21,5,"J Balvin, Ed Sheeran - Sigue"
37176,0dKg2vGC1hFqcK5LGTaKzX,"Karol G, Nicki Minaj",KG0516,Tusa,72,201920,False,0.799,0.701,2,-3.272,1,0.282,0.309,7.36e-05,0.0514,0.607,100.946,4,reggaeton,21,2,"Karol G, Nicki Minaj - Tusa"
37177,2B4GHvToeLTOBB4QLzW3Ni,Farruko,La 167,Pepas,74,287120,True,0.762,0.766,7,-3.955,1,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,4,reggaeton,21,5,Farruko - Pepas
37178,3pDhN3qB33AOPhQEkUCaWt,Daddy Yankee,Prestige,Limbo,75,224693,False,0.806,0.875,7,-3.817,1,0.088,0.0838,0.00192,0.065,0.917,125.063,4,reggaeton,21,2,Daddy Yankee - Limbo
37181,7qCAVkHWZkF44OzOUKf8Cr,"Nicky Jam, Enrique Iglesias",Fénix,El perdón (with enrique iglesias),74,205906,False,0.628,0.69,8,-5.83,1,0.0511,0.443,0.0,0.113,0.66,179.908,4,reggaeton,21,2,"Nicky Jam, Enrique Iglesias - El perdón"
37184,2XIc1pqjXV3Cr2BQUGNBck,"Bad Bunny, Rosalía",EL ÚLTIMO TOUR DEL MUNDO,La noche de anoche,82,203200,False,0.856,0.618,7,-4.892,1,0.286,0.0303,0.0,0.0866,0.391,81.993,4,reggaeton,21,2,"Bad Bunny, Rosalía - La noche de anoche"
37185,2JPLbjOn0wPCngEot2STUS,Bad Bunny,Yonaguni,Yonaguni,87,206710,True,0.644,0.648,1,-4.601,1,0.118,0.276,0.0,0.135,0.44,179.951,4,reggaeton,21,5,Bad Bunny - Yonaguni
37186,2Q4MRMnSAMckugCtR5jgXT,"Alvaro Diaz, Rauw Alejandro",Problemón,Problemón,71,193013,False,0.729,0.737,2,-3.727,0,0.064,0.275,7.58e-06,0.137,0.369,91.99,4,reggaeton,21,3,"Alvaro Diaz, Rauw Alejandro - Problemón"
37188,1ri9ZUkBJVFUdgwzCnfcYs,"Becky G, Karol G",MAMIII,Mamiii,85,226088,False,0.843,0.7,4,-3.563,0,0.0803,0.0934,0.0,0.14,0.899,93.991,4,reggaeton,21,3,"Becky G, Karol G - Mamiii"
37191,1yoMvmasuxZfqHEipJhRbp,Maluma,PAPI JUANCHO,Hawái,77,199112,False,0.783,0.727,6,-3.454,0,0.389,0.185,2.46e-05,0.0626,0.558,180.067,4,reggaeton,21,3,Maluma - Hawái
37192,6DoL1yYIwEW7VZMRaJhoJI,"Chris Jedi, Anuel Aa, Chencho Corleone, Ñengo Flow",La Llevo Al Cielo (Ft. Ñengo Flow),La llevo al cielo (ft. ñengo flow),88,254920,True,0.795,0.845,9,-3.809,0,0.135,0.105,1.14e-05,0.172,0.769,170.023,4,reggaeton,21,5,"Chris Jedi, Anuel Aa, Chencho Corleone, Ñengo Flow - La llevo al cielo"
37193,5Pg4qYTcvCUBBq3jBhKq0t,"Daddy Yankee, Pitbull",LEGENDADDY,Hot,74,154493,True,0.898,0.677,11,-6.422,0,0.243,0.0223,0.0,0.35,0.578,130.027,4,reggaeton,21,5,"Daddy Yankee, Pitbull - Hot"
37194,2CeKVsFFXG4QzA415QygGb,Feid,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,Feliz cumpleaños ferxxo,84,155960,False,0.865,0.573,5,-5.501,1,0.0678,0.0863,0.0,0.305,0.563,94.999,4,reggaeton,21,2,Feid - Feliz cumpleaños ferxxo
37195,4XqXNU8MwPHwbgZmNXmAdc,Maluma,Junio,Junio,81,168601,False,0.85,0.756,11,-3.439,0,0.0407,0.0999,0.0,0.0873,0.896,120.024,4,reggaeton,21,3,Maluma - Junio
37210,4gzsuuZypVbxs0Af1LSZyB,"Tainy, Bad Bunny, Julieta Venegas",Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Lo siento bb:/ (with bad bunny & julieta venegas),87,207301,False,0.639,0.703,4,-6.33,0,0.0794,0.0889,1.78e-06,0.0865,0.138,169.888,4,reggaeton,21,3,"Tainy, Bad Bunny, Julieta Venegas - Lo siento bb:/"
37211,3V8UKqhEK5zBkBb6d6ub8i,"Nio Garcia, Casper Magico, Bad Bunny, Darell, Ozuna, Nicky Jam",Te Boté (Remix),Te boté - remix,78,417920,True,0.903,0.675,11,-3.445,0,0.214,0.542,1.28e-05,0.0595,0.442,96.507,4,reggaeton,21,5,"Nio Garcia, Casper Magico, Bad Bunny, Darell, Ozuna, Nicky Jam - Te boté - remix"
37212,6hf0RpxTbOprT5nnwzkk8e,"J Balvin, Maria Becerra",Qué Más Pues?,Qué más pues?,76,217773,False,0.891,0.819,8,-3.964,1,0.106,0.0261,0.000354,0.173,0.768,101.968,4,reggaeton,21,2,"J Balvin, Maria Becerra - Qué más pues?"
37213,6TsVhM8qIkWN5cJVDIVbbz,"Wisin & Yandel, Rosalía",La Última Misión,Besos moja2,83,229064,False,0.736,0.727,5,-4.642,0,0.0571,0.0584,1.91e-06,0.0976,0.644,94.048,4,reggaeton,21,3,"Wisin & Yandel, Rosalía - Besos moja2"
37216,2FqoR7diymD1Eh7cVb3DMg,"Wisin & Yandel, Chris Brown, T-Pain",Líderes,Algo me gusta de ti,76,274946,False,0.627,0.768,11,-5.296,0,0.0325,0.00291,0.0,0.0598,0.237,127.953,4,reggaeton,21,3,"Wisin & Yandel, Chris Brown, T-Pain - Algo me gusta de ti"
37217,2AY1UAimvTqjJC8vDJsOyy,"Becky G, Bad Bunny",MALA SANTA,Mayores,72,203186,False,0.745,0.836,5,-4.336,0,0.0444,0.145,0.00314,0.116,0.874,96.993,4,reggaeton,21,3,"Becky G, Bad Bunny - Mayores"
37218,1c2vVx6knoiZHXbJJ9Mk8L,"Justin Quiles, Robin Schulz",AEIOU,Aeiou,74,161880,False,0.689,0.856,5,-3.394,0,0.0813,0.0493,0.0,0.232,0.706,126.108,4,reggaeton,21,3,"Justin Quiles, Robin Schulz - Aeiou"
37219,3AEZUABDXNtecAOSC1qTfo,Cnco,Primera Cita,Reggaetón lento (bailemos),73,222560,False,0.761,0.838,4,-3.073,0,0.0502,0.4,0.0,0.176,0.71,93.974,4,reggaeton,21,3,Cnco - Reggaetón lento
37220,6Za3190Sbw39BBC77WSS1C,"Natti Natasha, Ozuna",Criminal,Criminal,75,232549,False,0.814,0.813,2,-3.023,0,0.0561,0.03,9.33e-05,0.255,0.839,79.997,4,reggaeton,21,3,"Natti Natasha, Ozuna - Criminal"
37228,3XjN0mvFkQp1FMVM9Ro5hm,Daddy Yankee,LEGENDADDY,Rumbatón,79,248768,False,0.685,0.909,3,-4.034,0,0.0396,0.0471,0.0,0.35,0.922,95.004,4,reggaeton,21,3,Daddy Yankee - Rumbatón
37230,4OAPnWJ3J5w4c4IBLh2chn,"Daddy Yankee, El Alfa, Lil Jon",LEGENDADDY,Bombón,78,182413,True,0.843,0.789,7,-2.801,1,0.247,0.0028,2.41e-05,0.0322,0.571,125.071,4,reggaeton,21,5,"Daddy Yankee, El Alfa, Lil Jon - Bombón"
37231,3kUq4sBcmxhnOtNysZ9yrp,Feid,Feliz Cumpleaños Ferxxo,Feliz cumpleaños ferxxo,87,156400,False,0.87,0.55,5,-5.537,1,0.0722,0.102,0.0,0.293,0.566,95.019,4,reggaeton,21,2,Feid - Feliz cumpleaños ferxxo
37232,3PpWCS95gDUDRPko3u1MZ9,Feid,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,Prohibidox,86,166253,False,0.647,0.801,1,-2.946,0,0.249,0.0451,0.0,0.0628,0.517,180.108,4,reggaeton,21,3,Feid - Prohibidox
